packet_id,delivered,Usage
58183,1,Public
45495,1,Private
59439,0,Private
5453,1,Public
36906,0,Public
70406,1,Private
8425,1,Public
98870,0,Public
89172,1,Public
91562,1,Public
115879,1,Private
49106,0,Public
20003,1,Public
67340,0,Private
26010,1,Private
108639,0,Private
64283,0,Private
100068,1,Public
10857,0,Private
51546,1,Public
105542,1,Public
53364,1,Private
28388,1,Public
80058,1,Public
75838,1,Private
98247,0,Private
79482,1,Private
78859,0,Private
81931,1,Private
54602,1,Public
84975,0,Public
42415,0,Private
11456,0,Private
41165,1,Private
7836,1,Private
2405,1,Private
107397,1,Public
90955,1,Private
2999,1,Private
109827,1,Public
39970,1,Private
106770,0,Public
39971,1,Private
72835,1,Private
24192,1,Public
119503,1,Public
12644,1,Public
63663,1,Private
89173,0,Private
77035,0,Private
98248,0,Private
63664,1,Public
102507,0,Public
30848,1,Private
114057,1,Private
113459,1,Public
50909,1,Private
7244,0,Public
64875,1,Private
59440,0,Public
112857,0,Private
32641,0,Public
66129,1,Public
10858,0,Public
45496,0,Private
27772,1,Private
116494,1,Public
7245,0,Public
106771,0,Public
58815,1,Public
41794,1,Private
64876,0,Private
108017,1,Private
34448,1,Public
95275,1,Private
81932,1,Public
44254,0,Private
46729,1,Private
110464,0,Public
46728,0,Private
92809,1,Private
87978,1,Private
53365,0,Private
3615,1,Private
63072,1,Public
87979,1,Private
95865,1,Private
49107,1,Public
103724,1,Private
56981,0,Private
88586,0,Private
65506,0,Public
72836,0,Private
105543,1,Private
35045,0,Private
106772,0,Private
38132,0,Private
100664,1,Public
74661,0,Private
9048,0,Public
115880,0,Private
103725,1,Private
69792,1,Private
16932,0,Private
85584,0,Private
96452,0,Public
107398,0,Private
42416,0,Private
78860,0,Private
77036,1,Private
39378,0,Private
17544,0,Private
87980,1,Private
97645,0,Private
102508,0,Public
26011,0,Private
29001,0,Private
85585,0,Private
106773,0,Public
16933,1,Private
98871,0,Public
100665,0,Private
23023,1,Public
89174,1,Private
70407,1,Private
105544,1,Private
65507,1,Private
32053,1,Public
118290,0,Public
37533,0,Public
8426,1,Private
89750,1,Private
69172,0,Private
117078,1,Private
29625,1,Public
100666,0,Private
97057,1,Public
25413,0,Private
31472,1,Public
99487,0,Private
3000,1,Private
50910,1,Private
112267,0,Public
94667,1,Public
13270,1,Private
37534,0,Private
24193,1,Private
94044,0,Public
72837,1,Public
59441,0,Private
68553,1,Private
109828,1,Public
78280,0,Private
38133,1,Private
72211,1,Private
39379,0,Private
114058,1,Public
92183,1,Public
2406,1,Public
11457,1,Private
12645,1,Public
109829,1,Private
97058,0,Private
113460,1,Public
32054,1,Private
14488,0,Public
12054,0,Private
89175,1,Private
43630,1,Public
102509,0,Private
60666,1,Private
56386,1,Private
43631,1,Private
118291,0,Private
61266,0,Private
101898,0,Private
100667,1,Public
51547,1,Public
98249,0,Private
80678,1,Private
116495,1,Private
94668,1,Private
23603,1,Public
42417,0,Private
46105,1,Private
10227,0,Private
68554,0,Public
111662,0,Public
22416,0,Public
61267,0,Private
76440,1,Private
9049,0,Private
64877,1,Private
89751,1,Private
88587,0,Private
33249,1,Private
84350,1,Private
80059,1,Public
90956,0,Private
21808,0,Private
115881,1,Private
108018,1,Private
87393,1,Public
21222,0,Private
40561,1,Public
116496,1,Public
103726,1,Private
71602,0,Private
79483,1,Public
86790,0,Private
26585,0,Public
105545,1,Public
88588,1,Private
95866,1,Public
18795,0,Private
38756,0,Private
47343,0,Public
12646,1,Public
42418,1,Private
74060,1,Public
21809,0,Private
84976,0,Private
53986,1,Public
92184,0,Private
73470,0,Private
24194,1,Private
91563,1,Public
120757,0,Private
75231,1,Public
96453,0,Private
3001,1,Public
65508,1,Private
3616,1,Private
91564,1,Public
80679,0,Private
94669,1,Public
111663,0,Public
67341,0,Private
88589,1,Private
86208,0,Public
35046,0,Private
18796,0,Public
50911,1,Private
63073,1,Public
18797,0,Private
98250,1,Public
39972,1,Private
104311,1,Public
38134,1,Public
18798,0,Private
71603,1,Private
31473,1,Public
48516,1,Private
7246,0,Public
56982,1,Public
20004,1,Private
121375,1,Private
46730,0,Public
74061,1,Public
84977,0,Private
58816,1,Public
108640,1,Public
35047,0,Private
103727,1,Private
20005,1,Private
103125,0,Private
71604,1,Public
98872,0,Public
10859,1,Public
77037,1,Private
12647,1,Private
4194,0,Public
58184,1,Private
40562,0,Public
31474,1,Public
56387,1,Private
17545,1,Private
95276,1,Private
97059,1,Public
41166,0,Public
44255,1,Public
13271,1,Private
33836,1,Private
98873,0,Private
24782,0,Private
55811,1,Public
119504,1,Public
90340,0,Private
24783,1,Public
46106,1,Public
61881,1,Public
63665,0,Private
113461,1,Private
91565,1,Public
85586,0,Private
12648,1,Private
63666,1,Public
75839,1,Public
110465,0,Public
574,1,Public
44886,0,Public
34449,1,Private
6624,1,Public
58817,1,Public
115882,1,Public
100668,1,Private
25414,0,Private
121376,1,Private
101899,1,Public
16314,0,Private
67342,0,Private
21810,0,Public
49108,1,Public
4195,0,Public
12649,1,Private
8427,1,Public
99488,0,Private
64284,0,Public
44256,1,Public
57566,1,Private
118292,0,Private
3002,1,Public
93431,0,Private
60667,0,Public
10228,0,Public
74062,1,Private
7247,0,Public
21223,0,Public
89752,1,Private
32055,1,Public
23024,1,Private
35648,0,Public
44257,1,Private
83121,0,Public
26586,0,Private
6053,1,Private
10229,0,Private
83729,0,Private
111664,0,Private
49688,1,Private
88590,1,Public
75840,1,Public
52736,1,Public
92185,1,Public
12055,0,Private
102510,0,Public
29626,1,Private
63074,1,Public
3617,1,Public
54603,1,Public
101900,1,Public
8428,1,Public
111665,0,Public
7837,1,Public
120758,1,Private
86209,0,Public
119505,1,Public
32642,0,Private
121377,1,Private
13841,0,Public
109225,1,Private
23604,1,Private
119506,1,Private
17546,1,Private
57567,1,Public
84351,1,Private
61268,1,Private
11458,1,Public
12650,1,Private
32643,1,Public
56388,0,Private
3618,1,Public
47344,0,Public
70999,0,Public
109226,0,Private
118902,0,Private
87981,1,Private
72838,0,Private
2407,0,Private
575,1,Public
109227,1,Private
60044,0,Public
89176,1,Private
72839,0,Private
10230,0,Public
103126,0,Public
74063,0,Private
21224,0,Private
112858,0,Private
69793,1,Private
87394,0,Private
14489,0,Public
40563,1,Public
63075,1,Public
43051,1,Public
16315,1,Private
98874,0,Public
108019,1,Private
77666,1,Public
25415,0,Private
55218,0,Private
4196,0,Public
27773,0,Private
74064,1,Private
27775,0,Private
27774,0,Private
41167,1,Private
114649,1,Private
115275,1,Private
111059,0,Private
44258,0,Private
60668,0,Private
41795,1,Private
576,1,Public
95867,1,Private
85587,0,Private
12056,0,Public
15698,1,Private
10860,1,Private
1815,0,Private
50912,0,Private
67937,0,Public
14490,0,Private
12651,1,Private
5454,0,Private
40564,1,Public
80061,1,Public
15082,1,Private
95868,0,Private
80060,1,Private
3619,1,Private
14491,0,Public
88591,0,Private
30849,0,Private
40565,1,Public
104926,0,Private
81309,0,Private
118903,1,Private
41168,0,Private
72840,0,Private
7248,0,Private
106774,0,Private
56983,0,Private
120759,0,Private
87982,0,Private
11459,0,Private
77038,1,Public
115883,1,Private
3003,1,Private
41796,1,Private
52137,0,Public
16316,0,Private
119507,1,Private
61882,0,Private
65509,1,Private
68555,1,Public
35048,0,Public
46731,0,Private
106775,0,Private
24195,1,Public
83730,0,Public
77667,1,Private
76441,0,Private
104312,0,Private
120140,0,Private
6625,0,Private
36277,1,Public
48517,1,Private
9050,0,Private
106161,1,Private
27776,0,Private
13842,0,Private
71605,0,Private
8429,1,Private
81933,1,Public
72841,0,Private
106162,1,Private
117666,0,Public
66130,1,Public
9051,0,Public
66709,0,Private
100069,0,Private
81310,0,Private
70408,1,Private
58185,0,Private
53366,0,Private
80062,0,Public
26012,0,Private
101281,0,Private
1816,1,Private
15699,1,Private
66710,0,Private
97646,0,Private
32056,1,Private
37535,0,Public
77668,0,Public
83731,0,Public
114650,0,Private
4197,0,Private
101282,0,Private
14492,0,Private
65510,1,Public
58186,0,Private
41797,1,Private
107399,0,Private
37536,0,Public
111666,0,Private
51548,0,Private
108641,0,Private
53367,0,Private
104927,0,Private
72212,0,Public
46107,0,Private
33837,1,Public
98875,0,Private
84352,0,Private
61883,0,Private
77669,1,Public
80680,0,Private
47935,0,Private
78861,0,Private
98876,0,Public
577,1,Private
69794,1,Public
18183,1,Private
71606,0,Private
6626,0,Private
63667,0,Private
4836,0,Private
73471,0,Private
101283,0,Private
67938,0,Private
92186,0,Private
36907,0,Public
72213,1,Private
97647,0,Private
47345,0,Public
6054,1,Private
92810,0,Private
39380,0,Public
19377,0,Public
38135,1,Private
42419,0,Public
60045,1,Public
92811,0,Public
30850,0,Private
36278,0,Private
11460,0,Private
34450,0,Private
31475,0,Private
53987,1,Private
120141,0,Private
114651,0,Private
28389,0,Private
70409,0,Private
52737,1,Public
6627,1,Private
16317,0,Private
112859,0,Private
22417,0,Private
12057,0,Private
97648,0,Public
44259,1,Private
15700,0,Private
101284,0,Private
17547,1,Public
10861,0,Private
8430,1,Private
109228,0,Private
117079,1,Private
100669,1,Public
97649,0,Private
59442,0,Public
58818,1,Private
75841,1,Public
110466,0,Private
86791,0,Public
25416,0,Public
80681,1,Public
100670,1,Public
4837,0,Private
41169,0,Private
38136,1,Public
84978,0,Public
44260,0,Private
76442,0,Private
98877,0,Private
90341,0,Private
45497,0,Private
60669,0,Private
72214,1,Private
108642,0,Private
28390,0,Private
18799,0,Public
17548,1,Public
1817,1,Public
45499,0,Private
78862,0,Public
55219,0,Private
45498,0,Private
42420,0,Private
65511,1,Private
63668,0,Private
78281,0,Private
84353,0,Private
24196,1,Public
44887,0,Private
37537,0,Private
37538,0,Private
72215,1,Private
41170,0,Private
86792,0,Private
77039,0,Public
62460,0,Public
41171,0,Private
46108,0,Private
106776,0,Public
100671,1,Private
120760,0,Private
75232,1,Public
58187,0,Private
78282,1,Private
92187,1,Private
31476,0,Private
9629,0,Public
77670,1,Public
48518,0,Private
39381,0,Private
28391,0,Private
21811,0,Public
64285,0,Public
106777,0,Private
100672,1,Public
80682,1,Public
578,1,Public
63669,0,Private
77040,1,Public
33838,0,Private
26587,0,Public
61884,0,Private
85588,0,Public
32644,1,Private
3620,1,Public
82514,1,Private
45500,1,Private
78863,0,Public
100673,1,Public
94670,1,Public
12652,1,Private
81311,0,Private
71000,1,Private
12058,0,Private
58819,0,Private
45501,0,Private
48519,1,Private
38757,1,Private
13843,0,Public
114652,1,Private
55812,1,Private
67939,1,Private
60046,1,Public
80683,1,Private
75233,1,Public
75234,1,Public
16318,0,Private
114059,0,Private
71607,1,Private
100070,1,Private
43052,0,Private
64878,0,Private
98251,0,Private
53368,1,Private
43632,0,Public
35649,0,Private
105546,0,Private
21812,0,Public
9052,0,Private
30244,0,Private
89753,1,Private
83732,0,Private
115884,0,Private
16319,1,Private
52138,1,Private
99489,0,Private
102511,0,Private
42422,0,Private
86793,0,Private
98878,0,Private
46109,0,Private
76443,0,Private
70410,1,Private
27177,0,Private
42421,1,Private
24197,1,Public
27178,0,Private
21225,0,Public
80063,1,Public
13844,0,Private
56389,1,Private
101285,0,Private
120761,0,Private
23605,1,Private
7249,0,Public
1818,1,Public
41798,1,Public
64286,0,Public
2408,1,Private
64879,0,Private
114653,0,Private
7838,1,Private
73472,0,Private
65512,1,Private
101901,0,Private
12653,1,Private
6055,0,Private
47936,1,Private
6056,0,Private
58188,0,Private
84979,0,Private
30245,0,Private
109830,1,Public
20653,1,Private
53988,1,Private
32057,1,Public
35049,0,Private
18184,1,Private
18800,0,Public
41172,0,Private
114060,1,Private
38758,0,Private
57568,1,Private
1819,1,Public
116497,1,Private
49689,1,Public
63076,1,Public
95869,0,Private
64880,1,Private
104928,0,Public
30851,1,Private
50307,1,Private
77041,0,Public
80684,1,Public
12654,1,Private
47346,0,Public
101286,0,Private
18185,0,Private
88592,1,Private
97060,0,Public
98252,0,Private
16320,1,Private
61269,1,Private
23025,0,Private
72216,1,Public
55220,0,Private
46732,0,Private
111060,1,Private
52738,0,Private
104929,0,Public
79484,1,Private
26588,0,Public
28392,0,Private
32058,1,Private
77042,0,Private
95277,1,Private
31477,0,Private
93432,0,Private
101902,1,Private
52739,1,Private
35050,0,Private
49690,1,Private
9630,0,Private
86210,0,Public
86211,0,Private
100071,0,Private
59443,0,Private
105547,0,Private
120762,1,Private
112268,0,Private
85589,0,Public
47347,0,Private
90342,0,Public
87395,1,Public
95278,1,Public
38137,0,Private
102512,0,Private
48520,1,Private
66711,0,Private
30852,1,Private
104313,0,Private
78283,1,Private
69795,1,Private
13845,0,Public
28393,0,Private
13846,0,Public
42423,1,Private
83122,0,Private
106163,1,Private
63670,0,Private
49109,1,Public
40566,1,Private
13847,0,Private
109229,1,Private
52740,1,Private
54604,1,Private
66712,0,Private
52139,1,Private
1820,1,Private
99490,0,Public
63671,1,Private
16934,1,Public
21226,0,Public
57569,1,Public
103127,0,Private
7839,1,Private
98253,0,Private
81312,1,Private
77043,1,Private
49110,1,Public
23606,1,Private
64287,0,Public
115276,0,Private
115277,0,Private
82515,1,Public
75842,1,Public
57570,1,Public
108020,1,Public
22418,0,Public
106778,0,Public
18186,1,Public
19378,0,Private
46733,0,Public
60047,0,Private
6057,1,Private
13848,0,Public
72842,1,Public
12059,0,Public
121378,1,Private
48521,1,Public
74662,1,Public
24784,0,Private
38759,1,Private
89754,1,Public
107400,1,Private
21227,0,Public
98879,0,Public
20006,1,Public
74065,1,Private
92188,0,Public
119508,1,Private
119509,0,Private
21228,0,Private
50308,1,Private
27179,0,Private
20007,1,Private
105548,0,Private
39382,0,Private
50309,1,Public
17549,1,Public
6628,1,Private
81313,1,Private
103728,0,Public
47348,0,Private
22419,0,Private
7840,1,Public
10862,0,Private
1821,0,Private
118293,0,Private
52140,1,Private
5455,0,Private
80685,1,Public
115278,0,Private
72843,1,Public
100072,1,Public
13849,0,Public
20008,1,Public
92189,1,Public
3004,1,Private
60048,1,Private
21813,0,Public
71608,1,Public
30246,0,Public
45502,1,Private
63077,1,Public
13850,0,Private
54605,1,Public
19379,0,Public
83123,0,Private
50913,1,Private
67343,0,Public
71001,1,Public
95279,0,Private
65513,1,Public
16321,1,Private
46734,1,Private
81314,1,Public
72217,1,Public
99491,0,Public
24198,1,Private
84980,0,Private
21229,0,Private
23607,1,Public
81934,1,Public
33250,1,Public
9631,0,Private
7250,0,Private
38138,1,Public
32645,1,Public
28394,1,Public
67940,1,Private
105549,1,Public
31478,1,Public
110467,0,Public
24785,1,Private
63672,1,Private
102513,0,Public
30853,0,Private
77671,1,Public
81935,1,Public
109230,0,Public
43633,1,Private
42424,1,Public
94045,0,Public
108643,1,Private
88593,0,Public
105550,1,Private
9632,0,Private
36279,1,Public
115279,1,Private
10863,1,Private
14493,0,Private
50914,0,Private
84354,1,Public
64288,0,Private
71002,1,Private
66713,0,Private
97650,1,Private
15701,1,Public
21815,0,Public
21814,0,Private
13851,0,Public
44888,1,Private
56390,1,Public
109831,1,Private
83124,0,Private
16322,1,Public
37539,0,Private
19380,0,Private
39973,0,Private
14494,0,Private
2409,1,Public
26013,0,Private
59444,0,Public
36280,0,Private
23026,1,Private
58820,1,Public
84355,1,Public
21230,0,Private
35650,0,Private
103128,0,Public
117080,1,Private
112860,1,Private
10231,0,Private
9633,0,Private
99492,0,Private
89177,1,Private
83733,0,Private
78864,0,Private
89755,1,Public
84356,1,Public
47349,0,Private
64289,0,Private
51549,1,Public
31479,1,Public
88594,0,Private
80064,1,Private
66714,0,Public
83734,0,Public
4198,0,Private
21816,0,Private
53989,1,Private
73473,1,Public
67941,1,Private
1203,0,Private
118904,1,Private
39974,0,Private
83125,0,Public
53369,0,Private
97061,0,Private
47937,0,Private
21818,0,Public
117667,0,Private
23027,1,Public
21817,0,Public
92812,1,Public
48522,1,Public
66715,0,Public
73474,1,Private
65514,1,Public
15702,1,Public
104930,0,Public
84981,0,Private
115885,1,Private
113462,1,Private
81936,1,Public
29002,0,Public
95280,1,Public
47350,0,Private
100073,1,Public
7251,0,Private
86794,0,Public
26014,1,Public
88595,1,Public
96454,0,Public
84982,0,Public
13852,0,Public
49111,0,Private
102514,0,Private
3621,1,Public
86795,0,Public
57571,1,Public
121379,1,Public
29627,1,Private
66131,1,Public
7841,1,Private
53370,1,Private
79485,1,Public
27777,1,Public
101287,1,Public
114061,1,Private
64290,0,Public
74066,1,Public
120763,1,Public
80686,1,Public
84357,1,Public
32646,1,Public
56984,1,Private
21819,0,Private
9634,0,Private
82516,1,Public
30854,1,Private
23028,1,Private
75843,0,Public
77044,1,Public
5456,0,Private
35051,0,Private
21231,0,Public
115280,1,Private
44261,1,Public
56391,1,Private
52141,1,Public
70412,1,Private
8431,1,Private
43634,0,Public
70411,0,Private
31480,1,Private
95870,1,Private
13853,0,Private
34451,1,Private
18801,0,Private
94046,0,Private
42425,0,Private
35052,0,Public
71609,1,Public
115281,0,Private
121380,1,Private
15703,0,Private
114062,0,Private
24199,1,Public
78284,1,Public
13272,1,Private
2410,0,Private
55813,1,Public
114654,0,Private
21820,0,Public
23029,0,Private
104931,0,Public
10864,0,Public
102515,0,Private
36908,0,Public
37540,0,Private
106164,1,Public
46110,1,Private
80687,1,Public
86796,0,Private
44889,1,Private
11461,1,Public
54606,1,Public
102516,0,Private
101288,1,Private
46735,1,Public
62461,0,Private
104932,0,Public
92190,1,Private
52741,0,Private
57572,0,Public
111667,0,Private
13854,0,Public
55814,1,Private
67942,1,Public
112269,0,Private
112861,1,Private
21232,0,Private
1822,1,Public
50310,1,Public
114063,0,Private
114064,0,Private
102517,0,Public
82517,1,Public
72218,1,Private
40567,1,Private
75235,1,Private
9635,0,Public
8432,1,Private
65515,1,Private
14495,0,Public
103729,0,Private
1204,1,Public
12060,0,Private
15704,1,Private
36281,0,Private
21821,0,Private
1205,1,Public
72844,1,Private
45503,0,Private
41799,1,Public
6629,0,Private
12655,1,Private
113463,1,Private
2411,1,Private
98880,0,Public
12061,0,Public
101289,1,Private
69173,0,Public
17550,1,Public
55815,1,Public
24786,1,Private
86797,0,Public
4838,0,Private
121381,1,Private
7842,1,Private
63078,1,Public
31481,1,Public
15705,1,Private
7252,0,Public
75844,1,Public
77672,1,Public
95871,0,Private
35651,0,Private
72845,1,Private
108021,1,Private
3622,1,Private
104314,1,Public
12656,1,Private
81315,1,Private
47351,0,Private
72219,1,Public
25417,0,Private
44890,1,Public
20654,1,Private
111668,0,Public
112270,0,Private
82518,1,Private
111669,0,Private
64881,0,Private
104933,0,Public
26015,1,Private
58821,1,Private
44262,1,Public
84983,0,Public
88596,1,Public
83126,0,Public
50311,0,Public
80688,1,Public
7253,0,Private
58189,1,Private
7843,1,Private
3623,1,Public
61885,1,Private
60049,0,Public
112271,0,Public
105551,1,Private
90957,1,Private
112862,0,Private
18187,0,Private
106779,0,Public
75845,1,Public
113464,1,Public
69796,1,Public
22420,0,Public
90343,0,Private
48523,1,Private
86212,0,Public
95872,0,Private
72220,1,Public
58190,1,Private
39975,0,Private
52142,1,Public
55221,1,Private
37541,0,Private
66132,1,Public
16323,0,Private
579,1,Public
102518,1,Public
120142,1,Private
45504,1,Public
9636,1,Public
26589,0,Private
100674,1,Public
59445,1,Public
44891,0,Private
104315,1,Private
68556,1,Public
44263,1,Public
104316,1,Private
21822,1,Public
117668,1,Private
85590,1,Public
105552,1,Public
4839,1,Public
84358,1,Private
94047,1,Private
43053,0,Public
12062,1,Private
30855,1,Private
3624,1,Public
92191,1,Public
53371,1,Public
46736,1,Private
20655,1,Private
109833,1,Private
109832,1,Public
21233,1,Public
66716,1,Private
114065,1,Private
67344,1,Private
35053,1,Public
35054,1,Public
2412,1,Public
103730,0,Private
65516,0,Private
111061,1,Private
26016,1,Public
8433,1,Public
7254,0,Private
3005,1,Public
20656,1,Private
115282,1,Public
66717,1,Public
7844,1,Private
95873,1,Public
5457,1,Public
38760,1,Private
66718,0,Private
111062,1,Private
64882,1,Public
18802,1,Public
36909,1,Public
60050,1,Public
1206,0,Private
97062,1,Public
63673,1,Private
12657,1,Private
32059,1,Public
36910,1,Public
64883,1,Private
120143,1,Private
111063,0,Private
97651,0,Private
119510,1,Public
18188,1,Public
1823,1,Public
77045,0,Private
32060,1,Public
118294,0,Public
77046,0,Private
74663,1,Public
90958,1,Private
115886,1,Private
53990,1,Private
108644,0,Private
89756,1,Private
109231,1,Private
12063,1,Public
91566,1,Private
36282,0,Private
36911,1,Private
111670,1,Public
118905,0,Private
15083,1,Public
13855,1,Public
34452,1,Public
71003,0,Private
120764,0,Private
22421,1,Private
3006,1,Public
61886,1,Public
115283,1,Private
29003,1,Public
121382,1,Private
64884,1,Private
61270,1,Public
112863,1,Public
92192,1,Private
101903,0,Private
83127,1,Private
116498,1,Public
53991,1,Private
41800,0,Public
100675,0,Public
21823,1,Private
97652,1,Private
85591,1,Private
46111,1,Public
115284,1,Public
100676,1,Private
99493,1,Private
17552,1,Private
115887,1,Private
17551,1,Public
48524,1,Public
63674,1,Public
3625,1,Public
50312,0,Private
1824,1,Public
83128,1,Public
77673,1,Public
88597,1,Public
14496,1,Public
84359,1,Private
27778,1,Public
58822,1,Private
60670,1,Private
114066,1,Public
10232,1,Private
106165,1,Public
42426,1,Private
112272,1,Public
52143,1,Private
43635,1,Public
66719,1,Private
64885,1,Public
72846,1,Private
108022,1,Public
20009,1,Public
98254,1,Private
69797,0,Public
117081,0,Private
84360,1,Public
8434,1,Public
28395,1,Public
50915,1,Public
52144,1,Private
108645,1,Public
4199,1,Private
95874,1,Public
4840,1,Private
106166,1,Public
25418,1,Public
32647,1,Public
121383,1,Private
120765,1,Private
37542,1,Private
50916,1,Private
52742,1,Private
86798,1,Public
78285,0,Private
4200,1,Public
103129,1,Private
77047,1,Public
96455,1,Public
86799,1,Public
118906,1,Private
92813,0,Private
62462,1,Private
42427,0,Private
29628,1,Public
117082,0,Private
66133,1,Public
22422,1,Private
84984,0,Public
38139,1,Private
66134,1,Private
50917,0,Private
89757,1,Private
63675,1,Public
3626,1,Private
32648,0,Private
47938,0,Private
121384,1,Public
49691,1,Public
75236,1,Public
67943,0,Private
96456,1,Private
15706,1,Public
68557,1,Private
8435,1,Private
30247,1,Private
33252,1,Private
51550,0,Public
33251,1,Public
100677,1,Public
61271,0,Private
29629,1,Public
9637,1,Public
4201,1,Public
15084,1,Public
96457,0,Private
113465,1,Private
98881,1,Public
35055,1,Public
75846,1,Public
104317,1,Public
47352,0,Private
73475,0,Private
88598,0,Private
60671,1,Private
87983,0,Public
86213,0,Private
12064,1,Private
90344,1,Private
103731,1,Public
61887,1,Private
35652,1,Public
64291,0,Public
83129,1,Public
25419,1,Private
75237,1,Private
38761,1,Private
96458,1,Public
50918,1,Private
2413,1,Private
7255,1,Private
90345,1,Private
91567,0,Private
4202,1,Public
58823,1,Private
112864,0,Private
580,1,Private
104934,1,Public
118907,1,Public
98882,1,Private
32649,0,Private
86214,1,Private
82519,1,Private
7256,1,Private
120144,1,Private
73476,0,Private
4841,1,Private
97653,1,Private
12065,1,Private
24200,1,Public
40569,1,Public
40568,1,Public
7257,1,Private
93433,1,Private
12066,0,Private
58824,1,Private
36283,0,Public
109834,0,Public
58191,1,Private
106780,0,Private
71610,1,Private
7845,0,Public
78865,1,Public
38140,1,Private
108023,0,Public
9053,1,Private
86215,0,Private
77048,1,Public
39383,1,Private
29004,1,Private
91568,1,Public
16324,1,Private
15085,1,Private
80689,0,Public
89178,1,Public
95281,1,Private
55816,0,Private
52145,1,Public
20010,1,Public
7258,1,Private
58192,0,Private
118908,0,Private
121385,1,Public
15086,1,Public
43637,1,Private
32061,1,Public
58825,1,Public
31482,1,Public
43636,0,Private
60672,0,Private
3627,1,Private
47939,1,Private
12067,1,Public
55222,0,Private
117083,1,Private
85592,1,Public
92814,1,Private
109232,0,Private
39976,0,Private
35056,1,Public
103732,1,Private
1825,1,Public
86800,1,Public
60051,1,Public
38141,1,Private
114067,1,Public
7846,1,Public
114068,1,Public
56392,0,Private
30856,1,Private
53372,1,Private
109835,1,Public
118295,1,Public
79486,1,Private
63676,1,Private
45505,1,Private
34453,1,Private
57573,1,Private
44264,0,Public
13273,0,Private
83735,0,Public
108646,1,Private
26590,0,Public
75238,1,Public
112273,1,Public
44265,1,Private
30248,1,Private
106781,1,Public
50313,1,Public
41801,1,Private
100678,1,Public
50314,1,Private
1207,0,Private
5458,0,Private
95875,1,Private
8436,1,Public
36912,1,Public
11462,1,Private
92193,0,Private
83130,1,Private
115888,1,Private
113466,1,Public
87984,1,Public
9054,1,Private
17553,1,Public
65517,0,Private
80065,1,Public
89179,1,Private
24787,1,Private
60052,1,Public
95876,0,Private
24788,0,Private
109836,0,Public
89180,1,Public
54607,1,Public
92194,0,Private
15707,1,Private
118296,1,Private
93434,1,Private
48525,0,Public
114655,1,Private
12658,1,Public
3007,1,Public
89181,1,Public
64886,1,Public
20011,1,Private
97063,1,Public
27779,0,Private
53373,0,Private
12659,1,Private
69174,0,Public
66720,1,Public
117084,0,Private
56985,0,Private
98883,1,Public
15087,1,Private
75239,1,Private
67345,0,Private
81316,1,Private
108025,1,Private
16325,0,Private
81937,0,Private
115285,0,Private
86216,1,Public
50315,1,Private
108024,0,Private
67944,0,Private
64887,1,Private
111064,1,Private
6630,0,Private
12660,1,Private
94671,1,Private
7847,1,Private
96460,1,Public
17554,1,Public
47940,1,Private
90959,1,Private
86217,1,Public
81938,1,Private
61888,0,Private
96459,1,Public
36284,0,Private
70413,0,Private
98884,1,Public
81317,1,Private
61889,0,Private
60673,0,Private
30250,1,Public
40570,1,Private
16935,0,Public
30249,1,Private
86801,1,Private
30251,1,Public
76444,0,Private
66721,1,Public
44892,0,Private
44266,0,Private
70414,1,Private
83736,1,Private
39384,1,Private
40571,1,Private
42428,0,Private
38762,1,Private
66722,1,Public
94672,0,Public
13856,1,Public
68558,1,Public
66723,1,Public
23030,1,Private
36285,0,Private
49112,1,Public
58194,0,Private
58193,0,Private
108026,0,Private
32062,1,Public
85593,0,Private
50316,1,Public
42429,1,Private
76445,0,Private
52743,1,Public
11463,0,Public
3008,1,Public
54608,1,Public
14497,1,Public
118909,0,Private
37543,1,Public
67346,0,Private
92815,1,Public
58826,0,Private
15088,1,Private
6631,0,Private
52744,1,Public
82520,1,Public
90346,1,Private
91569,1,Private
36913,1,Public
100679,1,Public
64292,1,Public
97064,1,Public
23031,1,Private
6058,1,Private
108027,0,Private
26591,1,Public
117085,1,Private
80066,1,Private
61272,1,Private
89182,1,Private
115889,1,Private
114656,1,Private
112865,1,Private
581,1,Public
49692,1,Public
107401,0,Private
4203,1,Private
78286,0,Private
72847,1,Private
98255,1,Private
103733,1,Public
64888,1,Private
108028,1,Private
44267,0,Private
115890,1,Private
115891,1,Public
42430,0,Private
7848,1,Public
83131,1,Public
41173,1,Public
100680,1,Private
120766,1,Private
80067,1,Public
64889,0,Public
120767,0,Private
53992,1,Private
49693,1,Private
117669,1,Private
96461,1,Private
75847,0,Public
74067,1,Public
60053,1,Private
57574,1,Public
20012,1,Public
99494,1,Public
93435,1,Public
92195,0,Public
27180,1,Public
75240,0,Private
47941,1,Private
67945,1,Public
56986,1,Private
77674,0,Private
85594,0,Public
20657,1,Private
83737,1,Public
58195,1,Private
113468,1,Public
91570,1,Private
87985,1,Public
113467,1,Private
10865,0,Private
13857,1,Public
13858,1,Public
74664,0,Private
71004,0,Private
23608,1,Public
4204,1,Public
101904,1,Private
105553,1,Public
98885,1,Public
42431,0,Private
55223,1,Private
66135,1,Public
109233,1,Private
70415,1,Public
66136,1,Public
112274,1,Private
118297,1,Public
91571,1,Private
103734,1,Private
109234,1,Private
120768,0,Private
80690,1,Public
109235,1,Private
12068,1,Private
38763,1,Private
72221,1,Public
108647,1,Private
52745,1,Private
115286,1,Private
