packet_id,user_id,timestamp_minute,session_duration_s,packet_size,distance_to_router,signal_strength,channel_load,device_type,os,protocol,request_type,destination_host,priority,is_encrypted,vpn_active,preferred_dns,battery_level,movement_speed,retry,delivered
113386,186,19562,74,1041,16.97,45.5,0.655,laptop,macos,tcp,browsing,telegram.org,low,True,True,1.1.1.1,59.3,0.1,0,1
78545,129,9219,70,161,3.19,-61.61,0.521,phone,android,quic,browsing,google.com,high,True,True,,63.4,0.71,0,1
121318,199,19903,100,19378,12.93,-67.93,0.197,phone,ios,udp,download,packages.microsoft.com,medium,False,False,1.1.1.1,43.7,0.15,0,1
16000,26,9968,73,41154,3.51,-50.55,0.557,iot,linux,tcp,download,cloud.mail.ru,medium,False,False,9.9.9.9,41.4,0.15,0,1
19096,31,11223,1100,44519,10.29,-94.07,0.374,phone,android,quic,streaming,youtube.com,high,False,True,9.9.9.9,33.8,2.07,0,1
68847,113,9010,923,49941,18.39,-107.72,0.287,phone,android,quic,streaming,twitch.tv,high,True,False,208.67.222.222,100.0,0.55,1,0
87748,144,13002,64,1923,2.93,-24.35,0.397,phone,android,tcp,browsing,ozon.ru,high,False,True,,59.8,0.44,0,1
47255,77,18948,491,38134,14.34,-71.38,0.429,iot,linux,quic,download,download.jetbrains.com,low,True,False,9.9.9.9,90.4,0.16,0,1
52372,86,7051,167,56698,9.86,57.82,0.486,laptop,macos,tcp,download,dl.google.com,medium,False,False,1.1.1.1,48.5,0.27,0,1
119187,196,9366,463,59950,3.75,116.34,0.699,laptop,windows,udp,download,ftp.mozilla.org,medium,False,False,1.1.1.1,60.1,0.6,0,1
98173,161,19078,81,53339,19.42,25.54,0.218,laptop,macos,tcp,download,releases.1c.ru,high,False,True,9.9.9.9,83.4,0.16,1,0
72595,119,12783,224,32748,21.96,-76.27,0.305,phone,android,tcp,download,cloud.mail.ru,medium,False,False,208.67.222.222,42.8,1.17,1,0
36778,60,17178,998,17983,15.93,-102.94,0.233,iot,android,quic,streaming,seasonvar.ru,medium,False,,8.8.8.8,45.7,0.29,0,1
54079,89,1774,1809,4752,7.81,-70.04,0.25,phone,ios,udp,gaming,wargaming.net,high,True,False,8.8.8.8,72.4,2.5,0,1
109101,179,17668,1015,8589,15.18,-77.97,0.262,iot,android,tcp,streaming,youtube.com,high,True,True,9.9.9.9,68.9,0.02,1,0
80751,133,538,1156,1736,25.34,100.69,0.372,laptop,windows,udp,gaming,steampowered.com,high,True,,8.8.8.8,85.4,0.05,1,0
56528,93,4154,89,1296,14.33,-73.71,0.197,iot,linux,tcp,browsing,habr.com,low,True,False,,11.5,0.21,1,0
32216,53,4064,813,52455,16.41,-88.53,0.09,phone,android,udp,streaming,seasonvar.ru,high,True,False,208.67.222.222,25.8,0.95,1,0
46194,76,1061,336,61282,24.24,-75.26,0.481,phone,ios,udp,streaming,vkvideo.ru,medium,True,False,208.67.222.222,16.9,0.27,1,0
39673,65,10031,2901,2787,11.38,-80.21,0.336,phone,android,udp,gaming,epicgames.com,high,True,False,8.8.8.8,32.7,2.6,1,0
47049,77,10482,197,39333,14.89,-95.16,0.197,iot,linux,tcp,download,yadi.sk,low,True,False,,86.0,0.17,0,1
68719,113,4018,444,34277,19.45,-101.65,0.301,phone,android,udp,download,download.jetbrains.com,medium,False,False,9.9.9.9,24.5,4.71,0,1
25318,41,19145,2251,1219,22.23,-17.3,0.391,laptop,linux,udp,gaming,gaijin.net,high,False,False,9.9.9.9,60.0,0.45,0,1
10299,17,1019,235,20687,20.85,2.24,0.69,laptop,windows,tcp,download,update.1c.ru,medium,False,False,,44.4,0.17,0,1
22688,37,9110,1246,52334,3.03,-25.73,0.501,iot,linux,udp,streaming,premier.one,high,True,False,1.1.1.1,88.2,0.02,0,1
37654,62,2707,137,235,6.48,-61.81,0.166,phone,android,tcp,browsing,habr.com,low,False,False,,40.4,3.24,0,1
56515,93,3457,475,28782,15.0,-69.74,0.451,iot,linux,tcp,download,packages.microsoft.com,high,False,False,,64.9,0.07,0,1
118532,195,8366,1427,63818,6.67,-65.64,0.292,phone,android,udp,streaming,rutube.ru,high,False,False,8.8.8.8,5.9,0.59,0,1
102830,169,11022,307,33295,18.19,-100.02,0.579,phone,android,tcp,download,mega.nz,medium,False,False,8.8.8.8,60.7,1.06,1,0
15426,25,11788,1614,34346,16.67,-28.67,0.486,iot,android,tcp,streaming,twitch.tv,medium,True,False,,78.7,0.25,1,0
20873,34,7610,128,1329,9.42,-88.68,0.318,phone,android,tcp,browsing,ozon.ru,medium,False,True,9.9.9.9,64.8,0.54,0,1
34010,56,5274,809,10969,17.01,-46.01,0.499,iot,linux,quic,streaming,ivi.ru,medium,False,False,9.9.9.9,27.1,0.18,0,1
19740,32,12493,137,84,16.22,-47.23,0.464,iot,linux,tcp,browsing,telegram.org,low,True,True,9.9.9.9,21.8,0.17,0,1
96970,159,18867,538,27879,13.14,48.33,0.404,laptop,linux,tcp,download,update.1c.ru,medium,True,False,,55.3,0.42,0,1
88763,146,5750,271,63135,23.96,-67.46,0.174,phone,android,tcp,download,cdn.yandex.net,low,True,,9.9.9.9,22.8,0.3,0,1
89360,147,5759,852,20181,4.53,80.8,0.261,laptop,windows,tcp,streaming,more.tv,medium,False,False,,39.6,0.7,0,1
59382,97,20157,927,24379,13.65,-119.43,0.437,phone,ios,udp,streaming,kinopoisk.ru,high,True,False,9.9.9.9,39.6,1.43,0,1
1613,2,14406,165,1659,10.19,46.86,0.266,laptop,windows,udp,browsing,vk.com,low,True,True,,44.2,0.62,0,1
56673,93,10371,99,61825,13.85,-84.35,0.273,iot,linux,tcp,download,pytorch.org,medium,True,True,8.8.8.8,72.5,0.01,1,0
32463,53,15181,45,1028,13.63,-82.52,0.735,phone,android,tcp,browsing,telegram.org,medium,False,True,8.8.8.8,62.3,0.79,0,1
47077,77,11423,78,50309,14.05,-85.17,0.06,iot,linux,tcp,download,yadi.sk,medium,False,False,,33.0,0.28,0,1
91799,151,6973,139,398,1.52,-37.68,0.115,iot,linux,tcp,browsing,avito.ru,medium,True,False,,29.4,0.18,0,1
75712,124,17583,254,30724,16.3,-61.75,0.156,phone,ios,quic,download,github.com,low,False,True,1.1.1.1,87.0,1.28,1,0
31687,52,6148,144,1101,25.75,-55.62,0.283,iot,linux,tcp,browsing,mail.ru,medium,False,False,,83.9,0.16,0,1
199,0,7754,84,1906,15.98,-57.63,0.598,phone,ios,quic,browsing,vk.com,low,False,False,1.1.1.1,80.2,1.24,0,1
89466,147,10632,557,28974,3.84,104.31,0.502,laptop,windows,udp,streaming,amediateka.ru,high,True,False,8.8.8.8,78.0,0.1,0,1
40082,66,1906,1132,45067,6.29,63.07,0.191,laptop,macos,quic,streaming,kinopoisk.ru,medium,False,True,9.9.9.9,93.6,0.21,0,1
18536,30,12738,264,54984,16.61,-1.05,0.293,laptop,windows,udp,download,onedrive.live.com,medium,False,False,9.9.9.9,43.6,0.77,1,0
91237,150,9526,100,1367,6.39,-17.52,0.581,phone,ios,tcp,browsing,rambler.ru,low,True,True,9.9.9.9,66.6,2.03,0,1
49173,81,750,590,61746,12.25,50.38,0.571,laptop,windows,tcp,download,github.com,high,True,False,9.9.9.9,63.7,0.4,0,1
79739,131,9418,482,23013,0.5,-27.67,0.611,phone,android,tcp,download,onedrive.live.com,medium,False,True,8.8.8.8,46.6,2.28,0,1
93674,154,7792,717,2884,9.92,-91.1,0.573,iot,linux,udp,gaming,gaijin.net,high,False,True,9.9.9.9,81.1,0.12,0,1
112357,185,2004,94,32957,5.29,-65.94,0.405,iot,android,quic,browsing,telegram.org,low,True,True,1.1.1.1,75.7,0.19,1,0
33489,55,8950,2184,4931,20.31,18.75,0.154,laptop,macos,udp,gaming,riot.com,low,True,True,208.67.222.222,62.7,1.0,0,1
86069,141,16512,110,1375,5.05,-103.24,0.568,phone,android,tcp,browsing,kinopoisk.ru,medium,False,False,,58.8,0.23,1,0
33349,55,2913,70,1544,17.72,62.16,0.205,laptop,macos,tcp,browsing,ok.ru,medium,False,False,8.8.8.8,60.3,0.23,0,1
42814,70,13548,422,48398,11.53,89.05,0.484,laptop,linux,udp,download,yadi.sk,medium,False,False,208.67.222.222,92.6,1.13,0,1
61957,102,1184,57,296,24.93,-41.46,0.285,laptop,windows,tcp,browsing,avito.ru,medium,False,False,1.1.1.1,38.8,0.55,0,1
84540,139,4959,173,54910,11.83,-91.88,0.741,phone,android,tcp,download,cdn.yandex.net,low,True,,,76.9,0.11,1,0
68771,113,5978,516,61129,19.79,-87.81,0.155,phone,android,quic,download,download.kaspersky.com,low,True,True,208.67.222.222,55.5,0.86,0,1
28329,46,19680,490,52629,7.25,-17.49,0.563,phone,ios,tcp,download,onedrive.live.com,medium,True,False,,24.2,0.93,0,1
58499,96,9924,345,41201,8.61,80.74,0.327,laptop,windows,tcp,download,update.1c.ru,medium,True,False,9.9.9.9,40.6,0.84,0,1
81647,134,11612,1540,12607,21.97,-74.41,0.069,phone,android,tcp,streaming,ivi.ru,high,True,False,9.9.9.9,63.4,2.03,0,1
673,1,2055,435,54134,7.93,-68.73,0.699,iot,android,tcp,download,releases.1c.ru,high,False,False,9.9.9.9,67.2,0.2,0,1
74444,122,13930,114,718,8.9,-78.63,0.629,phone,android,quic,browsing,telegram.org,medium,False,False,208.67.222.222,51.9,0.16,1,0
67159,110,15521,646,38895,19.21,-78.89,0.399,iot,android,quic,streaming,youtube.com,medium,True,True,208.67.222.222,17.8,0.05,0,1
54544,89,20026,266,30875,8.09,-54.82,0.459,phone,ios,tcp,download,dl.google.com,high,True,,9.9.9.9,48.1,1.73,0,1
121140,199,12680,1231,45032,11.47,-70.95,0.182,phone,ios,tcp,streaming,twitch.tv,high,True,,1.1.1.1,33.9,0.69,0,1
18499,30,11229,1881,1997,16.25,-17.51,0.478,laptop,windows,udp,gaming,riot.com,high,True,True,8.8.8.8,26.7,0.49,0,1
80799,133,2746,1754,19138,22.94,93.19,0.193,laptop,windows,udp,streaming,ivi.ru,medium,False,True,208.67.222.222,32.2,0.53,0,1
110120,181,8711,107,1001,12.72,-90.38,0.422,phone,android,udp,browsing,tbank.ru,medium,False,True,208.67.222.222,52.9,0.26,0,1
117614,193,20117,233,42489,8.93,-90.88,0.153,phone,android,tcp,download,pypi.org,low,True,True,8.8.8.8,55.7,0.49,0,1
31214,51,12658,3500,1094,0.91,-23.1,0.224,phone,android,udp,gaming,mail.ru,low,False,False,8.8.8.8,35.6,2.37,0,1
3064,5,689,154,11090,10.36,-53.47,0.611,phone,ios,tcp,download,yadi.sk,medium,False,,1.1.1.1,68.9,1.56,0,1
108556,178,19080,688,11739,13.65,-32.78,0.211,iot,android,udp,streaming,rutube.ru,medium,False,False,,88.4,0.28,1,0
39788,65,14583,85,1587,9.98,-82.29,0.281,phone,android,tcp,browsing,habr.com,high,False,False,1.1.1.1,84.0,2.76,1,0
101056,166,13403,84,928,13.55,14.38,0.391,laptop,macos,tcp,browsing,whatsapp.com,medium,False,True,,54.7,1.37,1,0
47155,77,15015,1045,35510,16.86,-86.18,0.62,iot,linux,quic,streaming,youtube.com,high,False,True,,72.5,0.06,1,0
36135,59,17494,1274,57759,17.93,11.31,0.239,laptop,windows,udp,streaming,ivi.ru,medium,True,False,208.67.222.222,74.3,0.28,1,0
100149,165,796,499,14731,8.14,-67.15,0.666,phone,android,udp,download,cloud.mail.ru,medium,True,False,8.8.8.8,61.0,0.78,0,1
64789,106,18984,164,13109,11.18,-21.9,0.19,phone,ios,tcp,download,mega.nz,high,False,True,1.1.1.1,67.4,1.89,1,0
2904,4,18382,1351,17412,11.35,-61.28,0.41,phone,ios,quic,streaming,vkvideo.ru,high,True,False,9.9.9.9,15.3,1.78,0,1
61164,100,18850,109,260,8.73,20.91,0.266,laptop,windows,quic,browsing,ria.ru,low,True,False,8.8.8.8,46.1,0.67,1,0
35107,58,213,135,1527,8.21,-89.72,0.237,phone,android,tcp,browsing,yandex.ru,medium,True,False,,75.3,1.4,0,1
106359,175,6699,565,60006,21.72,-100.78,0.686,phone,android,quic,download,storage.googleapis.com,low,False,True,9.9.9.9,42.4,1.75,1,0
76264,125,15184,2756,4965,2.1,-55.94,0.668,phone,ios,udp,gaming,battlestate.games,high,False,False,1.1.1.1,65.2,1.04,0,1
85731,141,3532,198,48210,1.0,-72.49,0.654,phone,android,quic,download,mega.nz,medium,True,False,208.67.222.222,77.5,0.03,1,0
3807,6,5866,202,52813,6.0,1.78,0.216,laptop,windows,tcp,download,github.com,medium,False,False,,76.8,0.3,0,1
32197,53,3466,2326,733,13.34,-76.32,0.584,phone,android,udp,gaming,faceit.com,high,False,False,1.1.1.1,59.3,0.52,0,1
117552,193,17816,305,33297,8.67,-88.96,0.389,phone,android,tcp,download,update.1c.ru,low,False,,208.67.222.222,82.1,1.21,0,1
45171,74,7920,98,966,19.46,11.82,0.814,laptop,windows,tcp,browsing,whatsapp.com,high,False,True,8.8.8.8,51.4,0.97,0,1
88436,145,16663,564,31285,9.13,-73.38,0.731,phone,android,udp,download,mega.nz,high,False,False,1.1.1.1,37.3,1.12,0,1
94888,156,6434,215,13644,10.88,-78.65,0.715,iot,linux,tcp,download,github.com,medium,False,,1.1.1.1,70.9,0.23,0,1
36679,60,12619,514,14404,19.15,-121.34,0.28,iot,android,tcp,streaming,rutube.ru,high,False,False,,25.5,0.14,0,1
73583,121,2590,123,1221,23.38,-39.8,0.294,phone,ios,tcp,browsing,yandex.ru,low,False,False,8.8.8.8,33.6,0.46,0,1
47854,78,19538,65,1336,12.84,-73.05,0.597,phone,ios,tcp,browsing,telegram.org,low,True,True,1.1.1.1,64.2,0.01,1,0
69927,115,3555,2056,1389,22.02,-45.38,0.441,iot,android,udp,gaming,vkplay.ru,high,False,True,8.8.8.8,48.6,0.03,0,1
70639,116,7762,3475,3528,12.94,-80.68,0.588,phone,android,udp,gaming,faceit.com,low,False,,208.67.222.222,74.4,1.93,0,1
80123,132,687,261,47238,17.39,57.54,0.597,laptop,windows,tcp,download,yadi.sk,medium,False,True,,81.1,0.24,1,0
80940,133,8240,123,1105,26.09,83.09,0.386,laptop,windows,tcp,browsing,avito.ru,low,True,True,208.67.222.222,31.3,0.82,0,1
86387,142,5297,1004,14568,9.96,-87.19,0.643,phone,android,udp,streaming,vkvideo.ru,high,True,False,9.9.9.9,21.1,1.6,1,0
8021,13,5512,2138,4836,16.53,-65.59,0.184,phone,android,udp,gaming,cs.money,high,False,False,,21.3,1.5,0,1
68477,112,19425,1789,43511,18.7,-63.72,0.586,phone,android,udp,streaming,more.tv,high,True,False,8.8.8.8,48.4,0.1,0,1
8700,14,8939,177,1166,18.11,12.47,0.368,laptop,windows,udp,browsing,mail.ru,low,False,True,208.67.222.222,92.4,0.46,0,1
92045,151,16938,77,716,0.5,-53.58,0.301,iot,linux,tcp,browsing,gosuslugi.ru,low,True,True,1.1.1.1,48.0,0.06,1,0
86893,143,1629,128,1788,11.79,69.33,0.226,laptop,windows,udp,browsing,pikabu.ru,low,True,False,9.9.9.9,80.0,0.1,0,1
66593,109,18224,312,49379,11.24,-27.96,0.633,laptop,windows,quic,download,yadi.sk,medium,True,,1.1.1.1,43.9,0.0,1,0
16439,27,3392,97,1091,5.19,-62.17,0.428,phone,android,tcp,browsing,whatsapp.com,low,True,True,,87.8,2.01,1,0
72494,119,8563,2496,4191,21.52,-71.35,0.197,phone,android,udp,gaming,steampowered.com,high,True,True,8.8.8.8,12.7,1.01,1,0
6565,10,20076,95,1858,10.12,-61.99,0.21,iot,linux,tcp,browsing,yandex.ru,high,False,False,208.67.222.222,39.1,0.3,1,0
31875,52,13904,102,1605,22.14,-63.12,0.406,iot,linux,tcp,browsing,yandex.ru,high,False,,208.67.222.222,32.0,0.1,0,1
22251,36,15784,1634,1103,5.77,-99.07,0.085,iot,linux,udp,gaming,mail.ru,high,False,True,,29.2,0.09,0,1
31674,52,5543,264,55151,25.48,-73.67,0.305,iot,linux,udp,download,pypi.org,medium,False,False,208.67.222.222,36.9,0.1,0,1
17021,28,2158,1711,27537,8.16,-77.45,0.591,iot,android,udp,streaming,vkvideo.ru,medium,False,False,208.67.222.222,79.7,0.11,0,1
83509,137,13250,1610,33984,15.11,-90.56,0.223,iot,linux,udp,streaming,rutube.ru,medium,False,True,,100.0,0.07,0,1
89999,148,8301,131,41656,19.56,-40.74,0.191,phone,android,tcp,browsing,telegram.org,high,False,True,8.8.8.8,30.3,0.82,0,1
117334,193,8716,122,1143,13.07,-101.53,0.33,phone,android,udp,browsing,ok.ru,medium,False,True,8.8.8.8,75.1,0.89,1,0
11823,19,12473,3223,3845,3.73,-81.86,0.462,phone,ios,udp,gaming,minecraft.net,high,False,,9.9.9.9,25.2,0.75,1,0
11782,19,11106,161,24111,0.5,-74.53,0.456,phone,ios,tcp,browsing,telegram.org,low,False,True,208.67.222.222,27.2,0.82,0,1
79386,130,18908,3002,2914,20.65,-40.32,0.318,phone,android,udp,gaming,wargaming.net,medium,True,False,1.1.1.1,78.4,0.15,1,0
65066,107,5413,485,47388,11.83,-66.39,0.371,phone,android,udp,download,archive.debian.org,low,False,True,1.1.1.1,15.0,1.52,0,1
91506,150,19777,1600,9181,7.33,-24.77,0.503,phone,ios,udp,streaming,vkvideo.ru,high,True,,1.1.1.1,32.5,2.77,0,1
44183,72,19265,73,1641,19.43,-86.53,0.47,iot,android,tcp,browsing,ok.ru,medium,False,True,9.9.9.9,88.8,0.11,1,0
14810,24,11296,1056,25668,13.05,-48.91,0.388,phone,android,udp,streaming,videomore.ru,high,True,,,32.2,3.68,0,1
69539,114,13455,537,53496,6.15,64.61,0.382,laptop,windows,tcp,download,github.com,low,False,True,9.9.9.9,96.2,0.76,0,1
91133,150,5392,3208,1799,6.21,-13.69,0.239,phone,ios,udp,gaming,blizzard.com,high,False,False,1.1.1.1,33.6,1.7,0,1
64517,106,7896,1792,27809,12.84,-12.32,0.482,phone,ios,udp,streaming,ivi.ru,high,True,False,208.67.222.222,53.5,2.29,1,0
48935,80,15525,873,2153,18.02,-53.44,0.467,phone,android,udp,gaming,dota2.com,medium,True,True,9.9.9.9,25.7,1.68,0,1
92622,152,14837,337,34761,24.17,-29.23,0.257,phone,android,tcp,download,onedrive.live.com,medium,True,,208.67.222.222,73.8,0.55,0,1
92019,151,15867,600,56334,0.5,-43.18,0.215,iot,linux,udp,download,github.com,low,False,True,208.67.222.222,50.0,0.26,1,0
6679,11,71,57,74,11.73,-80.48,0.271,phone,android,udp,browsing,telegram.org,low,False,True,1.1.1.1,51.5,1.4,0,1
57784,95,6778,108,470,17.17,-64.02,0.583,phone,android,tcp,browsing,instagram.com,low,False,False,,40.9,3.58,0,1
8476,14,348,465,26496,18.32,-23.47,0.139,laptop,windows,udp,streaming,rutube.ru,low,False,False,1.1.1.1,64.6,0.41,0,1
13578,22,11501,3410,2815,22.91,-92.98,0.28,phone,android,udp,gaming,ubisoft.com,high,False,True,1.1.1.1,37.3,0.59,0,1
28528,47,3429,152,40987,14.74,-1.58,0.423,laptop,windows,tcp,download,packages.microsoft.com,medium,False,False,1.1.1.1,70.0,0.38,0,1
71992,118,12695,151,29936,16.8,55.5,0.278,laptop,linux,tcp,download,download.jetbrains.com,medium,True,False,,40.0,0.47,0,1
99555,164,878,133,471,20.27,-39.29,0.487,phone,ios,quic,browsing,ozon.ru,low,True,True,208.67.222.222,44.3,2.41,0,1
116875,192,14148,1035,45942,25.42,-82.96,0.206,iot,linux,udp,streaming,rutube.ru,low,True,,9.9.9.9,24.7,0.13,1,0
31913,52,15664,1424,36839,24.42,-69.39,0.364,iot,linux,quic,streaming,kion.ru,high,False,False,208.67.222.222,24.6,0.26,0,1
37349,61,15566,1521,17949,6.0,28.73,0.422,laptop,linux,udp,streaming,vkvideo.ru,medium,False,False,1.1.1.1,50.4,0.72,0,1
58373,96,5099,207,19854,7.57,118.34,0.692,laptop,windows,tcp,download,mega.nz,high,True,False,1.1.1.1,58.1,0.15,0,1
111742,184,1027,221,57172,25.1,-24.77,0.434,laptop,windows,tcp,download,cloud.mail.ru,medium,False,False,8.8.8.8,37.9,0.15,1,0
46986,77,7747,1545,40377,15.58,-82.06,0.644,iot,linux,quic,streaming,kinopoisk.ru,medium,True,,208.67.222.222,75.7,0.1,0,1
6946,11,10764,2112,3590,7.37,-73.63,0.542,phone,android,tcp,gaming,vkplay.ru,high,True,False,,67.8,0.86,1,0
117306,193,7301,263,53581,12.35,-69.01,0.288,phone,android,quic,download,huggingface.co,medium,False,False,,66.9,0.7,0,1
52458,86,10768,498,42372,10.6,61.52,0.559,laptop,macos,tcp,download,update.1c.ru,low,False,False,8.8.8.8,82.1,0.37,0,1
37301,61,14088,1206,47363,5.16,11.35,0.22,laptop,linux,tcp,streaming,youtube.com,high,False,False,9.9.9.9,52.7,1.02,1,0
27961,46,5598,177,954,7.79,-41.13,0.146,phone,ios,tcp,browsing,telegram.org,low,True,True,,25.6,1.44,0,1
52587,86,16325,2933,808,5.93,63.64,0.337,laptop,macos,udp,gaming,gaijin.net,high,False,False,1.1.1.1,74.2,0.12,0,1
71173,117,5100,853,25006,6.18,-63.8,0.442,phone,ios,udp,streaming,megogo.net,high,True,False,9.9.9.9,43.0,2.53,0,1
45270,74,12188,133,1894,15.89,-6.49,0.517,laptop,windows,tcp,browsing,wildberries.ru,high,False,False,208.67.222.222,62.4,0.24,1,0
3076,5,825,532,50321,12.73,-72.81,0.635,phone,ios,quic,download,download.kaspersky.com,medium,True,False,1.1.1.1,48.5,2.07,0,1
2345,3,19659,1760,55278,9.88,-34.19,0.419,phone,ios,udp,streaming,videomore.ru,high,False,,9.9.9.9,16.0,0.52,0,1
73391,120,19368,89,32087,8.69,-80.28,0.69,iot,linux,udp,download,mega.nz,low,False,True,8.8.8.8,67.2,0.02,0,1
93851,154,14850,1244,3480,11.6,-89.56,0.29,iot,linux,udp,gaming,worldoftanks.ru,high,False,False,208.67.222.222,68.1,0.07,0,1
34014,56,5326,2395,2626,23.08,-32.13,0.467,iot,linux,udp,gaming,wargaming.net,high,True,False,1.1.1.1,25.7,0.06,0,1
19762,32,13351,142,43640,14.9,-66.23,0.44,iot,linux,tcp,download,update.1c.ru,high,False,True,8.8.8.8,96.9,0.26,0,1
89471,147,10791,599,31124,6.1,103.31,0.602,laptop,windows,udp,download,cdn.yandex.net,medium,True,False,9.9.9.9,57.9,0.8,1,0
82177,135,8030,148,65124,23.39,-70.58,0.692,phone,android,tcp,download,releases.1c.ru,low,True,False,1.1.1.1,38.2,2.47,0,1
47146,77,14678,102,254,17.72,-76.89,0.361,iot,linux,udp,browsing,trello.com,low,False,False,208.67.222.222,100.0,0.25,0,1
66337,109,8067,192,59678,13.16,-15.01,0.713,laptop,windows,udp,download,mega.nz,low,True,,208.67.222.222,23.6,0.22,1,0
39853,65,17137,34,570,11.51,-87.01,0.263,phone,android,udp,browsing,whatsapp.com,low,True,False,,27.8,0.93,1,0
58995,97,5173,732,47424,15.56,-72.31,0.92,phone,ios,tcp,streaming,rutube.ru,medium,False,False,9.9.9.9,50.9,2.15,1,0
54299,89,10309,237,37846,8.39,-57.61,0.329,phone,ios,tcp,download,github.com,low,True,False,9.9.9.9,69.8,3.46,0,1
69583,114,15019,103,59793,3.77,61.23,0.455,laptop,windows,tcp,download,releases.1c.ru,high,True,False,1.1.1.1,53.7,0.37,0,1
22212,36,14426,111,1032,6.2,-79.76,0.324,iot,linux,tcp,browsing,whatsapp.com,medium,True,True,8.8.8.8,37.3,0.25,0,1
32195,53,3436,485,12620,17.45,-69.84,0.598,phone,android,udp,streaming,ivi.ru,high,True,True,,93.9,0.84,1,0
88118,145,4193,1739,11731,9.78,-68.13,0.402,phone,android,udp,streaming,ivi.ru,medium,True,False,9.9.9.9,23.8,1.14,1,0
82940,136,15157,957,34185,9.33,4.3,0.751,laptop,linux,udp,streaming,youtube.com,high,True,True,9.9.9.9,77.0,0.21,1,0
111208,183,3946,710,3550,20.75,-113.39,0.487,iot,linux,udp,gaming,mail.ru,low,False,True,9.9.9.9,35.3,0.14,0,1
42693,70,8947,741,51164,13.86,107.25,0.284,laptop,linux,udp,streaming,rutube.ru,high,False,False,9.9.9.9,58.2,0.73,1,0
31357,51,18085,652,34125,2.23,-25.07,0.709,phone,android,tcp,streaming,twitch.tv,high,True,False,208.67.222.222,68.0,1.79,1,0
69999,115,6153,363,62883,20.87,-40.64,0.25,iot,android,udp,download,ftp.mozilla.org,medium,True,False,9.9.9.9,80.1,0.12,0,1
120495,198,12296,286,27980,20.09,-77.9,0.522,iot,android,tcp,download,releases.1c.ru,medium,False,False,8.8.8.8,72.5,0.0,1,0
121323,199,20063,510,32722,8.85,-54.26,0.167,phone,ios,quic,streaming,seasonvar.ru,high,True,True,,39.6,0.84,0,1
49229,81,2934,252,43633,7.36,59.15,0.295,laptop,windows,tcp,download,download.kaspersky.com,low,False,True,208.67.222.222,34.6,1.11,0,1
114714,189,552,403,54011,23.08,54.59,0.523,laptop,linux,tcp,download,github.com,low,False,False,8.8.8.8,60.7,0.67,1,0
69648,114,16988,68,785,5.11,75.68,0.374,laptop,windows,tcp,browsing,avito.ru,high,False,,,33.7,0.59,0,1
64434,106,4331,2314,4332,10.56,-35.43,0.203,phone,ios,quic,gaming,vkplay.ru,medium,True,False,1.1.1.1,47.0,2.24,0,1
93790,154,12498,133,1475,10.85,-89.23,0.575,iot,linux,tcp,browsing,mail.ru,medium,False,,9.9.9.9,61.1,0.02,1,0
45630,75,3190,494,28990,9.85,-58.8,0.197,phone,android,udp,download,onedrive.live.com,low,True,True,1.1.1.1,62.8,0.76,1,0
33473,55,8158,547,14325,18.98,67.47,0.475,laptop,macos,udp,streaming,amediateka.ru,medium,False,False,,18.2,0.37,0,1
54841,90,7449,123,61258,12.59,-87.25,0.273,phone,ios,quic,download,dl.google.com,low,True,False,1.1.1.1,97.0,2.25,1,0
4643,7,13862,1771,37229,11.02,-40.55,0.806,phone,android,tcp,streaming,rutube.ru,medium,False,False,8.8.8.8,41.3,0.83,0,1
85056,140,798,65,58421,5.25,-93.98,0.506,phone,android,tcp,download,releases.1c.ru,medium,True,False,1.1.1.1,34.1,0.81,1,0
64430,106,4140,311,36270,11.17,-42.91,0.205,phone,ios,tcp,download,mega.nz,low,False,False,8.8.8.8,33.5,1.09,0,1
77749,128,1234,84,50932,4.13,-68.66,0.302,phone,android,tcp,download,yadi.sk,low,False,True,,25.5,0.04,0,1
91244,150,9723,116,1597,5.4,-29.4,0.379,phone,ios,udp,browsing,habr.com,low,True,,208.67.222.222,27.6,0.65,0,1
60761,100,1312,1089,2352,11.43,46.62,0.217,laptop,windows,tcp,gaming,mail.ru,high,False,False,8.8.8.8,30.2,0.82,1,0
97953,161,10170,1703,669,21.68,13.43,0.264,laptop,macos,udp,gaming,steampowered.com,medium,False,False,9.9.9.9,58.3,0.16,1,0
71744,118,3461,425,55556,19.29,73.27,0.595,laptop,linux,tcp,download,onedrive.live.com,low,False,,,65.3,0.66,0,1
60361,99,10511,314,30448,23.29,-80.95,0.451,iot,android,tcp,download,yadi.sk,medium,True,True,9.9.9.9,73.4,0.25,0,1
2555,4,3955,125,1328,12.54,-57.12,0.529,phone,ios,tcp,browsing,whatsapp.com,low,True,True,208.67.222.222,26.8,3.24,0,1
15353,25,8845,155,1155,18.39,-47.98,0.236,iot,android,tcp,browsing,telegram.org,high,False,True,,73.3,0.09,1,0
88840,146,9384,911,20518,29.52,-43.78,0.594,phone,android,tcp,streaming,youtube.com,medium,True,True,1.1.1.1,60.8,1.38,0,1
98579,162,10790,1150,27948,6.04,15.5,0.514,laptop,windows,udp,streaming,twitch.tv,high,True,False,208.67.222.222,50.4,0.59,1,0
117590,193,19353,96,37860,13.53,-108.52,0.382,phone,android,tcp,download,github.com,low,True,True,208.67.222.222,76.0,0.56,1,0
